"","Tweet","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"212","Due to the coronavirus, Philippine government announced a Metro Manila Lockdown. We highly suggest that everyone must change flights, refund bookings, or postpone trip. Despite of the crisis happening in the Philippines, we are still continuing our services within Metro Manila. ",0,0,0,2,0,0,1,1,2,0
"213","Quarantine over for me,filipine going lockdown.Hope I can get home on the date but that ain’t looking like it’s gonna happen could be stuck in a lot worse place, it’s 35C, suns cracking the flags and got a beautiful woman at my side and all my music gadgetry :) PHilippines <U+2764><U+FE0F>",0,2,0,2,3,2,1,1,2,3
"214","Philippines restricts travel in, out of Metro Manila to contain COVID-19:",0,0,0,0,0,0,0,0,0,0
"215","",0,0,0,0,0,0,0,0,0,0
"216","Coronavirus lockdown strikes fear among Manila’s poor | Philippines News ",1,0,0,1,0,0,0,0,1,0
"217","",0,0,0,0,0,0,0,0,0,0
"218","Those last 48h were loco loco in the Philippines because of the Coronavirus and many cities lockdown. ",0,0,0,0,0,0,0,0,0,0
"219","Thursday, March 12th around 9pm, 
Philippine President Rodrigo Duterte announced a lockdown of Metro Manila (aka the Metropole) for 1 month
",0,0,0,0,0,0,0,1,0,2
"220","is positive or not from the virus. We have no means to deliver samples to and from because of the lockdown. We don't even have enough funds to sanitize major public places. Philippines having 100M population has only secured about 5k testing kits +",0,1,0,0,0,0,0,0,1,3
"221","Philippines Cancels Masses in Manila amid Coronavirus Lockdown - Release from Bishops
",0,0,0,0,0,0,0,0,0,0
"222","Philippines Cancels Masses in Manila amid Coronavirus Lockdown - Release from Bishops - ",0,0,0,0,0,0,0,0,0,0
"223","Philippine president orders coronavirus lockdown of Manila

",0,0,0,0,0,0,0,1,0,1
"224","",0,0,0,0,0,0,0,0,0,0
"225","Currently here at the philippines right now for work <U+0001F4B5><U+0001F525> actually tomorrow is my flight to NC but philippines had been lockdown the airports and cancelled all the flights  because if the corona virus<U+0001F62A><U+0001F4A6>
 ",0,1,0,0,0,0,0,0,1,0
"226","What you need to know about the Metro Manila 'community quarantine' ",0,0,0,0,0,0,0,0,0,0
"227","I understand why NCR must be on lockdown, but why must our health and safety come at the price of the freedom of our fellow countrymen? At the price of their happiness? ",0,1,0,0,2,0,0,2,0,3
"228","",0,0,0,0,0,0,0,0,0,0
"229","",0,0,0,0,0,0,0,0,0,0
"230","",0,0,0,0,0,0,0,0,0,0
"231","",0,0,0,0,0,0,0,0,0,0
"232","me: goal kong mag-bicol this year
lockdown: say no more ",0,0,0,0,0,0,0,0,0,0
"233","USA: State of emergency
Spain: State of emergency
Hungary: State of emergency
China: Lock down
Denmark: Lockdown
Poland: Lockdown
Italy: Lockdown
France: Close schools
Germany: Close schools 
South Korea: Mass testing
Philippines - KANTOT, Jakol, Pakyu",0,0,0,1,0,1,1,0,1,0
"234","Posted withregram • ",0,0,0,0,0,0,0,0,0,0
"235","I was goning to work rant rn cause our school board is all over the place rn but
In the Philippines merto Manila is aboit to go into A WHOLE MONTH lockdown
My grandmother lives there and we sent money so they can quick get food at the market but you know what happens?",1,2,0,0,2,0,1,3,0,3
"236","",0,0,0,0,0,0,0,0,0,0
"237","",0,0,0,0,0,0,0,0,0,0
"238","my lolo &amp; his brother supposed to go back to philippines tomorrow &amp; my lola is going cali but it got cancelled since the airports are lockdown as well, hays ncov anona",0,1,0,0,0,0,0,1,0,1
"239","There is a rapid rise in the  number of cases of COVID 19 here in the Philippines. Sana naman magdeclare na rin ng lockdown ang mga LGU especially those with 0 cases pa. Prevention is better than cure nga diba.",0,1,0,0,0,0,1,0,0,1
"240","",0,0,0,0,0,0,0,0,0,0
"241","",0,0,0,0,0,0,0,0,0,0
"242","Philippines puts capital on lockdown due to coronavirus fears ",0,0,0,0,0,0,0,0,0,0
"243","Philippines puts capital on lockdown due to coronavirus fears ",0,0,0,0,0,0,0,0,0,0
"244","The suspension of flight is for domestic only during Metro Manila’s one-month Community Quarantine. 

NAIA will remain open for international flights but passengers must be from and are going to stay in Metro Manila, says Secretary Nograles. ",0,0,0,2,0,0,0,0,1,1
"245","Manila is on community quarantine; a nice way of saying ""lockdown"". No land, sea or air transport will be allowed going into or out of the capital of the ",0,0,0,1,0,0,0,0,0,3
"246","Italy just reported that deaths in last 24 hours was 1255, up from 250 the day before. Lockdown is the only solution: Saudi, Philippines. Singapore has stopped all cruise ships from docking. After summer fires, this will be his next mistake. Level 4 - do not travel NOW too.",0,0,0,0,0,1,0,1,1,2
"247","",0,0,0,0,0,0,0,0,0,0
"248","People here in the ",0,0,0,0,0,0,0,0,0,0
"249","i’m frustrated bc my parents are in the philippines rn and manila is on lockdown; how are they gonna get home? :(",1,0,0,0,0,0,0,0,1,0
"250","Lockdown in manila means I can't interview developers living in near manila directly. LIVE UPDATES: Metro Manila to be placed on 'lockdown' amid COVID-19 outbreak ",0,0,0,0,0,0,0,0,0,0
"251","",0,0,0,0,0,0,0,0,0,0
"252","",0,0,0,0,0,0,0,0,0,0
"253","",0,0,0,0,0,0,0,0,0,0
"254","",0,0,0,0,0,0,0,0,0,0
"255","I left the Metro to stay at my hometown. They say family is everything and I cannot afford to be separated from my family during this troubled times. I hear all the nasty rumors about this admin and feel this lockdown thing is very scary. God bless the Philippines.",1,2,1,2,2,1,0,2,1,3
"256","",0,0,0,0,0,0,0,0,0,0
"257","Should ",0,0,0,0,0,0,0,0,0,0
"258","What's the point of a ",0,0,0,0,0,0,0,0,0,0
"259","",0,0,0,0,0,0,0,0,0,0
"260","Philippines main island rumoured now to just go under full lockdown. 64 total confirmed cases and they’ve already taken the right action. Come on the UK ",0,0,0,0,0,0,0,1,0,4
"261","",0,0,0,0,0,0,0,0,0,0
"262","PRAY FOR THE PHILIPPINES

",0,1,0,1,1,0,1,1,0,1
"263","LATE NIGHT CONVERSATIONS WITH ALDI

So my social life is on hold, not really.

",0,0,0,0,0,1,0,0,1,0
"264","Some schools/universities are also closed down. My Mom is currently in the Philippines and is supposed to come home on Tuesday, but the Pres. of the PH put Metro Manila on lockdown and I am so worried for her. She might not come home for months....",0,0,0,0,0,1,0,0,1,0
"265","Preparations to arrange traveling for Maldivians in Manila, Philippines amidst lockdown ",0,0,0,0,0,0,0,0,0,1
"266","cw // covid-19

hey y'all i'm gonna be ia for about a month. because of the recent rise in covid-19 cases in the philippines, our president decided to put metro manila on lockdown (not really sure if it is a lockdown or just a community quarantine).",0,0,0,1,0,0,0,1,0,2
"267","Praying my family stays safe out in the Philippines since the president had a lockdown from all flights entering/leaving",0,0,0,0,1,0,0,2,0,2
"268","thank god my mom came home safe from the philippines before manila was on lockdown but omfg my mares are giving us a hard time, refusing to see us in fear of the virus",1,2,0,2,2,0,0,2,2,3
"269","• Italy  lockdown
• America - lockdown
• China - lockdown
• Iran - lockdown
• Japan - lockdown
• Saudi Arabia - lockdown
• Mongolia  - Lockdown
• Philippines - Lockdown

• Indonesia - dont forget to wash your hand.. ojo lali to le

",0,0,0,0,0,0,0,0,1,0
"270","",0,0,0,0,0,0,0,0,0,0
"271","Lockdown in the Philippines for a month, does that mean it’s 7th heaven marathon time? ",0,1,0,0,0,0,0,0,0,0
"272","The best example for defeating ",0,0,0,0,0,0,0,0,0,0
"273","Live music venues in Manila shut their doors, take safety precautions in NCR ""lockdown"" ",0,0,0,0,1,1,0,0,0,1
"274","Philippines on lockdown.

Me: ",0,0,0,0,0,0,0,0,0,0
"275","",0,0,0,0,0,0,0,0,0,0
"276","LIVE UPDATES: Metro Manila to be placed on 'lockdown' amid COVID-19 outbreak ",0,0,0,0,0,0,0,0,0,0
"277","Business as usual sa ofc kahit may lockdown. No changes at all.
No adjustment sa schedule na 1am ang uwian. Cavite - Makati - Cavite.  I have to work to live but I have to risk my life for this <U+0001F603>  <U+0001F3B5> Isn't ironic? <U+0001F3B5> ",0,1,0,1,0,0,0,1,1,1
"278","",0,0,0,0,0,0,0,0,0,0
"279","Might be going the the Philippines in December instead because of the lockdown, my mom and I would wouldn't be able to be with family which is the whole point of the trip",0,0,0,0,0,0,1,0,0,0
"280","",0,0,0,0,0,0,0,0,0,0
"281","",0,0,0,0,0,0,0,0,0,0
"282","Philippines suspending classes, provinces, cities and towns going on lockdown...

STAY SAFE EVERYONE!",0,0,0,0,1,0,0,1,0,1
"283","",0,0,0,0,0,0,0,0,0,0
"284","Philippines' President announces 'lockdown' of Manila
",0,0,0,0,0,0,0,1,0,1
"285","We have updated our Travel Advice for the ",0,0,0,0,0,0,0,1,0,0
"286","Trade Union Congress of the Philippines (TUCP) calls on President Duterte to provide financial support to daily-paid and ""no-work, no-pay’ employees who might be affected should the ",0,3,1,0,1,0,0,6,1,3
"287","LOOK: The League of Municipalities of the Philippines on Friday’s meeting, recommends to Iloilo Gov. Arthur Defensor, Jr. and the Regional Development Council for the lockdown of the Panay Island to prevent the possible spread of Covid-19 disease. | via ",1,1,1,2,0,1,0,1,1,2
"288","Due to the rapidly developing situation with COVID-19 and the Metro Manila Lockdown, WWE Hall of Famer ",0,0,0,0,0,0,0,0,0,0
"289","",0,0,0,0,0,0,0,0,0,0
"290","",0,0,0,0,0,0,0,0,0,0
"291","Air vistara has also banned Kunal now till the 27th April,  It's okay Man , Just imagine  you are in Philippines and your in lockdown country u can't fly just enjoy at home. <U+0001F60A> ",0,1,0,0,1,0,0,1,0,1
"292","Hello ",0,0,0,0,0,0,0,0,0,0
"293","Metro Manila, a region of over 12 million people, will be placed on ",0,0,0,0,0,0,0,0,0,0
"294","Air vistara has also banned Kunal now till the 27th April,  It's okay Man , Just imagine  you are in Philippines and your in lockdown country u can't fly just enjoy at home. <U+0001F60A> ",0,1,0,0,1,0,0,1,0,1
"295","No more slaughter in the streets? 
Philippines President Duterte Orders Lockdown in Manila Amid Coronavirus Pandemic ",1,0,1,2,0,2,1,1,2,1
"296","",0,0,0,0,0,0,0,0,0,0
"297","",0,0,0,0,0,0,0,0,0,0
"298","",0,0,0,0,0,0,0,0,0,0
"299","",0,0,0,0,0,0,0,0,0,0
"300","",0,0,0,0,0,0,0,0,0,0
"301","",0,0,0,0,0,0,0,0,0,0
"302","Last week I did buy this one, because we needed 1! Now people buy many pieces because they are ",0,0,0,0,0,0,0,0,0,0
"303","A grocery store in the ",0,1,0,0,0,0,0,0,0,1
"304","News in the ",0,0,0,0,0,0,0,0,0,0
"305","",0,0,0,0,0,0,0,0,0,0
"306","Long lines in ",0,1,0,1,0,0,0,0,0,0
"307","",0,0,0,0,0,0,0,0,0,0
"308","",0,0,0,0,0,0,0,0,0,0
"309","",0,0,0,0,0,0,0,0,0,0
"310","",0,0,0,0,0,0,0,0,0,0
"311","Hold it! Lemme get this right. I thought we’re talking of a lockdown or quarantine because of the ",0,1,0,1,0,0,0,0,0,0
"312","",0,0,0,0,0,0,0,0,0,0
"313","toodles, philippines <U+2708><U+FE0F> so glad to get out before the lockdown <U+0001F9A0> can’t wait to be back stateside <U+2600><U+FE0F> ",0,2,0,0,1,0,0,0,1,1
"314","<U+0001F4B0> How to send LOAD / DATA  to philippines ",0,0,0,0,0,0,0,0,0,0
"315","",0,0,0,0,0,0,0,0,0,0
"316","The 1st reported case of ",0,0,0,1,0,1,0,0,1,0
"317","Philippines announces coronavirus lockdown of Metro Manila | ",0,0,0,0,0,0,0,0,0,0
"318","62 confirmed cases
5 deaths
Manila lockdown
Schools and universities of selected provinces are suspended from 16th march to 12th April <U+0001F625>

",0,0,0,0,0,0,0,1,0,2
"319","",0,0,0,0,0,0,0,0,0,0
"320","",0,0,0,0,0,0,0,0,0,0
"321","",0,0,0,0,0,0,0,0,0,0
"322","",0,0,0,0,0,0,0,0,0,0
"323","Can’t wait for EP4 of ",0,1,0,0,0,0,0,0,1,0
"324","",0,0,0,0,0,0,0,0,0,0
"325","",0,0,0,0,0,0,0,0,0,0
"326","",0,0,0,0,0,0,0,0,0,0
"327","",0,0,0,0,0,0,0,0,0,0
"328","Hello! I am a freelance journalist and photographer. I just touched down in Manila again and as it’s soon to be under lockdown, I have lots of story ideas to keep me busy. Let me know if you are open to pitches on the ",0,0,0,0,0,0,0,0,1,1
"329","Are you in ",0,0,0,0,0,0,0,0,0,0
"330","March 13: The last supper 

On the eve of a 30-day ",0,0,0,0,0,0,0,0,0,1
"331","I'm ready for the ",0,1,0,0,0,0,0,0,0,0
"332","",0,0,0,0,0,0,0,0,0,0
"333","Philippines' Duterte announces 'lockdown' of Manila to fight coronavirus ",1,0,0,1,0,0,0,0,1,0
"334","Philippine capital on lockdown to contain coronavirus ",0,0,0,0,0,0,0,0,0,0
"335","It's a sad fact that the Philippines could not afford to lockdown and free everyone from their home-facility bills like other countries<U+0001F622>",0,0,0,0,0,0,0,1,0,1
"336","I'm noticing a 20% increase in web traffic ever since the lockdown announcement ",0,1,0,0,0,0,0,0,0,1
"337","",0,0,0,0,0,0,0,0,0,0
"338","",0,0,0,0,0,0,0,0,0,0
"339","",0,0,0,0,0,0,0,0,0,0
"340","",0,0,0,0,0,0,0,0,0,0
"341","So many impacts across the globe... This is going to have a huge impact on the BPO and CX industry. Safety and health is most important but response and contingency plans are important. If you need tips... DM me ",0,0,0,0,0,0,0,1,0,1
"342","Ready or Not
.
.
.
lockdown tayo chour! ",0,1,0,0,0,0,0,0,0,0
"343","",0,0,0,0,0,0,0,0,0,0
"344","",0,0,0,0,0,0,0,0,0,0
"345","",0,0,0,0,0,0,0,0,0,0
"346","",0,0,0,0,0,0,0,0,0,0
"347","",0,0,0,0,0,0,0,0,0,0
"348","I appreciate the genorousity but how about us? Us? Philippines under state of calamity and lockdown? C’mon! ",0,0,0,0,0,1,0,0,0,0
"349","",0,0,0,0,0,0,0,0,0,0
"350","Hope this lockdown will effectively contain the Covid-19 virus... hope the virus dies out na... looking forward and praying for a renewed Philippines <U+0001F64F><U+0001F3FC>",0,1,0,0,1,0,1,1,1,2
"351","Panic in Metro Manila as people try to get in and out of the city on eve of 30-day lockdown starting this weekend. Pres Rodrigo Duterte announced the city-wide quarantine Thursday night to address rising cases of COVID-19 and raised Philippines alert level to Code Red Sub-level 2 ",0,1,0,2,1,0,0,1,1,2
"352","",0,0,0,0,0,0,0,0,0,0
"353","",0,0,0,0,0,0,0,0,0,0
"354","Setting up lockdown measures in various cities around the Philippines can probably help contain the spread of pathogens. But looking it from another perspective, it can be a trial-run for a Martial Law. ",1,0,0,0,0,0,0,1,0,0
"355","",0,0,0,0,0,0,0,0,0,0
"356","",0,0,0,0,0,0,0,0,0,0
"357","Well, I guess the lockdown will gonna happen in the Philippines at 12:00 am(UTC time) <U+0001F631>",0,2,0,0,0,0,1,0,0,0
"358","Are authorities capable in screening thousands or perhaps millions of workers coming in during the quarantine period? ",0,1,0,1,0,0,0,0,0,0
"359","“We do not want to use that (term). But it is a lockdown.” — Rodrigo Duterte ",0,0,0,0,0,0,0,0,0,0
"360","the way a lockdown is the most effective way to control this pandemic but i know its gonna be hell for the philippines and be used as an advantage by the president... it’s a sad time my friends",1,1,1,2,0,2,0,2,2,3
"361","THREAD:

Lots of questions still about specifics of Metro Manila, ",0,0,0,0,0,0,0,0,0,0
"362","BREAKING: ",0,0,0,0,0,0,0,0,0,0
"363","So there is indeed a mass exodus out of Manila happening now. This is exactly how the coronavirus spread out of Wuhan, remember? When 5 million people left Wuhan shortly before lockdown, yes? Best of luck, God bless the Philippines.",0,4,0,1,3,0,1,2,0,3
"364","Home - Northbound Philippines News Online ",0,0,0,0,0,0,0,0,0,0
"365","News Archives - Northbound Philippines News Online ",0,0,0,0,0,0,0,0,0,0
"366","News Archives - Northbound Philippines News Online ",0,0,0,0,0,0,0,0,0,0
"367","Lockdown Countdown. ",0,1,0,0,0,0,0,0,0,0
"368","President Rodrigo Duterte just declared a lockdown of Metro Manila amid rising cases of coronavirus in the Philippines. 
 ",0,1,0,0,1,0,0,1,0,2
"369","Major highways into and out of Manila, Philippines, jammed on eve of lockdown of the city with population of 12 million. ",0,0,0,0,0,0,0,0,0,2
"370","",0,0,0,0,0,0,0,0,0,0
"371","",0,0,0,0,0,0,0,0,0,0
"372","On our way back from the Philippines to Germany. Right before the ",0,0,0,0,0,0,0,0,0,0
"373","",0,0,0,0,0,0,0,0,0,0
